id,kode_provinsi,nama_provinsi,nama_pos_hujan,nama_stasiun_hujan,bulan,jumlah_curah_hujan,satuan,tahun
696,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,DESEMBER,67.0,MILIMETER,2017
697,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JANUARI,120.0,MILIMETER,2017
698,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,FEBRUARI,124.0,MILIMETER,2017
699,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,MARET,208.0,MILIMETER,2017
700,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,APRIL,178.0,MILIMETER,2017
701,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,MEI,51.0,MILIMETER,2017
702,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JUNI,122.0,MILIMETER,2017
703,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JULI,66.0,MILIMETER,2017
704,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,AGUSTUS,37.0,MILIMETER,2017
705,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,SEPTEMBER,232.0,MILIMETER,2017
706,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,OKTOBER,199.0,MILIMETER,2017
707,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,NOVEMBER,380.0,MILIMETER,2017
708,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,DESEMBER,120.0,MILIMETER,2017
709,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JANUARI,71.0,MILIMETER,2017
710,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,FEBRUARI,78.0,MILIMETER,2017
711,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,MARET,68.0,MILIMETER,2017
712,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,APRIL,81.0,MILIMETER,2017
713,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,MEI,48.0,MILIMETER,2017
714,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JUNI,23.0,MILIMETER,2017
715,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JULI,21.0,MILIMETER,2017
716,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,AGUSTUS,33.0,MILIMETER,2017
717,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,SEPTEMBER,72.0,MILIMETER,2017
718,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,OKTOBER,72.0,MILIMETER,2017
719,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,NOVEMBER,96.0,MILIMETER,2017
720,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,DESEMBER,72.0,MILIMETER,2017
721,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JANUARI,107.0,MILIMETER,2017
722,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,FEBRUARI,134.0,MILIMETER,2017
723,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,MARET,90.0,MILIMETER,2017
724,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,APRIL,63.0,MILIMETER,2017
725,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,MEI,16.0,MILIMETER,2017
726,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JUNI,120.0,MILIMETER,2017
727,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JULI,24.0,MILIMETER,2017
728,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,AGUSTUS,0.0,MILIMETER,2017
729,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,SEPTEMBER,59.0,MILIMETER,2017
730,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,OKTOBER,108.0,MILIMETER,2017
731,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,NOVEMBER,237.0,MILIMETER,2017
732,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,DESEMBER,89.0,MILIMETER,2017
733,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JANUARI,65.0,MILIMETER,2017
734,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,FEBRUARI,58.0,MILIMETER,2017
735,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,MARET,48.0,MILIMETER,2017
736,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,APRIL,38.0,MILIMETER,2017
737,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,MEI,46.0,MILIMETER,2017
738,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JUNI,47.0,MILIMETER,2017
739,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JULI,28.0,MILIMETER,2017
740,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,AGUSTUS,30.0,MILIMETER,2017
741,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,SEPTEMBER,21.0,MILIMETER,2017
742,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,OKTOBER,68.0,MILIMETER,2017
743,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,NOVEMBER,96.0,MILIMETER,2017
744,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,DESEMBER,44.0,MILIMETER,2017
745,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,JANUARI,45.0,MILIMETER,2017
746,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,FEBRUARI,58.0,MILIMETER,2017
747,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,MARET,68.0,MILIMETER,2017
748,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,APRIL,58.0,MILIMETER,2017
749,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,MEI,25.0,MILIMETER,2017
750,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,JUNI,22.0,MILIMETER,2017
751,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,JULI,25.0,MILIMETER,2017
752,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,AGUSTUS,9.0,MILIMETER,2017
753,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,SEPTEMBER,22.0,MILIMETER,2017
754,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,OKTOBER,47.0,MILIMETER,2017
755,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,NOVEMBER,53.0,MILIMETER,2017
756,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,DESEMBER,34.0,MILIMETER,2017
757,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,JANUARI,44.0,MILIMETER,2017
758,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,FEBRUARI,64.0,MILIMETER,2017
759,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,MARET,76.0,MILIMETER,2017
760,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,APRIL,62.0,MILIMETER,2017
761,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,MEI,74.0,MILIMETER,2017
762,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,JUNI,40.0,MILIMETER,2017
763,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,JULI,66.0,MILIMETER,2017
764,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,AGUSTUS,15.0,MILIMETER,2017
765,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,SEPTEMBER,23.0,MILIMETER,2017
766,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,OKTOBER,51.0,MILIMETER,2017
767,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,NOVEMBER,83.0,MILIMETER,2017
768,32.0,JAWA BARAT,CISADEA-CIBARENO,CISALADA,DESEMBER,80.0,MILIMETER,2017
769,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,JANUARI,43.0,MILIMETER,2017
770,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,FEBRUARI,48.0,MILIMETER,2017
771,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,MARET,66.0,MILIMETER,2017
772,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,APRIL,58.0,MILIMETER,2017
773,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,MEI,48.0,MILIMETER,2017
774,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,JUNI,65.0,MILIMETER,2017
775,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,JULI,20.0,MILIMETER,2017
776,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,AGUSTUS,6.0,MILIMETER,2017
777,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,SEPTEMBER,18.0,MILIMETER,2017
778,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,OKTOBER,58.0,MILIMETER,2017
779,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,NOVEMBER,70.0,MILIMETER,2017
780,32.0,JAWA BARAT,CISADEA-CIBARENO,CISEKARWANGI,DESEMBER,48.0,MILIMETER,2017
781,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,JANUARI,41.0,MILIMETER,2017
782,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,FEBRUARI,42.0,MILIMETER,2017
783,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,MARET,38.0,MILIMETER,2017
784,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,APRIL,24.0,MILIMETER,2017
785,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,MEI,24.0,MILIMETER,2017
786,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,JUNI,26.0,MILIMETER,2017
787,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,JULI,39.0,MILIMETER,2017
788,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,AGUSTUS,0.0,MILIMETER,2017
789,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,SEPTEMBER,15.0,MILIMETER,2017
790,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,OKTOBER,45.0,MILIMETER,2017
791,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,NOVEMBER,185.0,MILIMETER,2017
792,32.0,JAWA BARAT,CISADEA-CIBARENO,CITARIK,DESEMBER,56.0,MILIMETER,2017
793,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,JANUARI,40.0,MILIMETER,2017
794,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,FEBRUARI,64.0,MILIMETER,2017
795,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,MARET,52.0,MILIMETER,2017
796,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,APRIL,61.0,MILIMETER,2017
797,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,MEI,78.0,MILIMETER,2017
798,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,JUNI,104.0,MILIMETER,2017
799,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,JULI,33.0,MILIMETER,2017
800,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,AGUSTUS,35.0,MILIMETER,2017
801,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,SEPTEMBER,45.0,MILIMETER,2017
802,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,OKTOBER,51.0,MILIMETER,2017
803,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,NOVEMBER,97.0,MILIMETER,2017
804,32.0,JAWA BARAT,CISADEA-CIBARENO,CIUTARA,DESEMBER,34.0,MILIMETER,2017
805,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,JANUARI,42.0,MILIMETER,2017
806,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,FEBRUARI,48.0,MILIMETER,2017
807,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,MARET,43.0,MILIMETER,2017
808,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,APRIL,48.0,MILIMETER,2017
809,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,MEI,43.0,MILIMETER,2017
810,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,JUNI,46.0,MILIMETER,2017
811,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,JULI,38.0,MILIMETER,2017
812,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,AGUSTUS,0.0,MILIMETER,2017
813,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,SEPTEMBER,52.0,MILIMETER,2017
814,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,OKTOBER,69.0,MILIMETER,2017
815,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,NOVEMBER,138.0,MILIMETER,2017
816,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,DESEMBER,46.0,MILIMETER,2017
817,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JANUARI,32.0,MILIMETER,2017
818,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,FEBRUARI,32.0,MILIMETER,2017
819,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,MARET,36.0,MILIMETER,2017
820,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,APRIL,34.0,MILIMETER,2017
821,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,MEI,24.0,MILIMETER,2017
822,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JUNI,14.0,MILIMETER,2017
823,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JULI,11.0,MILIMETER,2017
824,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,AGUSTUS,21.0,MILIMETER,2017
825,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,SEPTEMBER,32.0,MILIMETER,2017
826,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,OKTOBER,41.0,MILIMETER,2017
827,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,NOVEMBER,110.0,MILIMETER,2017
828,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,DESEMBER,37.0,MILIMETER,2017
829,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JANUARI,101.0,MILIMETER,2017
830,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,FEBRUARI,120.0,MILIMETER,2017
831,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,MARET,120.0,MILIMETER,2017
832,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,APRIL,121.0,MILIMETER,2017
833,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,MEI,50.0,MILIMETER,2017
834,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JUNI,120.0,MILIMETER,2017
835,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JULI,30.0,MILIMETER,2017
836,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,AGUSTUS,28.0,MILIMETER,2017
837,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,SEPTEMBER,48.0,MILIMETER,2017
838,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,OKTOBER,96.0,MILIMETER,2017
839,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,NOVEMBER,86.0,MILIMETER,2017
840,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,DESEMBER,68.0,MILIMETER,2017
841,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JANUARI,36.0,MILIMETER,2017
842,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,FEBRUARI,67.0,MILIMETER,2017
843,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,MARET,79.0,MILIMETER,2017
844,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,APRIL,63.0,MILIMETER,2017
845,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,MEI,23.0,MILIMETER,2017
846,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JUNI,57.0,MILIMETER,2017
847,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JULI,76.0,MILIMETER,2017
848,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,AGUSTUS,35.0,MILIMETER,2017
849,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,SEPTEMBER,51.0,MILIMETER,2017
850,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,OKTOBER,59.0,MILIMETER,2017
851,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,NOVEMBER,176.0,MILIMETER,2017
852,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,DESEMBER,72.0,MILIMETER,2017
853,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JANUARI,39.0,MILIMETER,2017
854,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,FEBRUARI,36.0,MILIMETER,2017
855,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,MARET,65.0,MILIMETER,2017
856,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,APRIL,52.0,MILIMETER,2017
857,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,MEI,42.0,MILIMETER,2017
858,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JUNI,39.0,MILIMETER,2017
859,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JULI,43.0,MILIMETER,2017
860,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,AGUSTUS,30.0,MILIMETER,2017
861,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,SEPTEMBER,27.0,MILIMETER,2017
862,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,OKTOBER,57.0,MILIMETER,2017
863,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,NOVEMBER,65.0,MILIMETER,2017
864,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,DESEMBER,16.0,MILIMETER,2017
865,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JANUARI,41.0,MILIMETER,2017
866,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,FEBRUARI,55.0,MILIMETER,2017
867,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,MARET,32.0,MILIMETER,2017
868,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,APRIL,40.0,MILIMETER,2017
869,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,MEI,42.0,MILIMETER,2017
870,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JUNI,40.0,MILIMETER,2017
871,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JULI,24.0,MILIMETER,2017
872,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,AGUSTUS,16.0,MILIMETER,2017
873,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,SEPTEMBER,20.0,MILIMETER,2017
874,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,OKTOBER,36.0,MILIMETER,2017
875,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,NOVEMBER,99.0,MILIMETER,2017
876,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,DESEMBER,47.0,MILIMETER,2017
877,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JANUARI,93.0,MILIMETER,2017
878,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,FEBRUARI,117.0,MILIMETER,2017
879,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,MARET,207.0,MILIMETER,2017
880,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,APRIL,215.0,MILIMETER,2017
881,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,MEI,134.0,MILIMETER,2017
882,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JUNI,123.0,MILIMETER,2017
883,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JULI,73.0,MILIMETER,2017
884,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,AGUSTUS,46.0,MILIMETER,2017
885,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,SEPTEMBER,81.0,MILIMETER,2017
886,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,OKTOBER,72.0,MILIMETER,2017
887,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,NOVEMBER,123.0,MILIMETER,2017
888,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,DESEMBER,136.0,MILIMETER,2017
889,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JANUARI,30.0,MILIMETER,2017
890,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,FEBRUARI,116.0,MILIMETER,2017
891,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,MARET,125.0,MILIMETER,2017
892,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,APRIL,25.0,MILIMETER,2017
893,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,MEI,30.0,MILIMETER,2017
894,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JUNI,47.0,MILIMETER,2017
895,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JULI,27.0,MILIMETER,2017
896,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,AGUSTUS,0.0,MILIMETER,2017
897,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,SEPTEMBER,19.0,MILIMETER,2017
898,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,OKTOBER,38.0,MILIMETER,2017
899,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,NOVEMBER,101.0,MILIMETER,2017
900,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,DESEMBER,41.0,MILIMETER,2017
901,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JANUARI,65.0,MILIMETER,2018
902,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,FEBRUARI,65.0,MILIMETER,2018
903,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,MARET,55.0,MILIMETER,2018
904,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,APRIL,85.0,MILIMETER,2018
905,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,MEI,35.0,MILIMETER,2018
906,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JUNI,55.0,MILIMETER,2018
907,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JULI,0.0,MILIMETER,2018
908,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,AGUSTUS,5.0,MILIMETER,2018
909,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,SEPTEMBER,15.0,MILIMETER,2018
910,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,OKTOBER,45.0,MILIMETER,2018
911,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,NOVEMBER,55.0,MILIMETER,2018
912,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,DESEMBER,55.0,MILIMETER,2018
913,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JANUARI,65.0,MILIMETER,2018
914,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,FEBRUARI,65.0,MILIMETER,2018
915,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,MARET,55.0,MILIMETER,2018
916,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,APRIL,85.0,MILIMETER,2018
917,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,MEI,35.0,MILIMETER,2018
918,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JUNI,55.0,MILIMETER,2018
919,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JULI,0.0,MILIMETER,2018
920,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,AGUSTUS,5.0,MILIMETER,2018
921,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,SEPTEMBER,15.0,MILIMETER,2018
922,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,OKTOBER,45.0,MILIMETER,2018
923,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,NOVEMBER,55.0,MILIMETER,2018
924,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,DESEMBER,55.0,MILIMETER,2018
925,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JANUARI,102.0,MILIMETER,2018
926,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,FEBRUARI,31.0,MILIMETER,2018
927,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,MARET,125.0,MILIMETER,2018
928,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,APRIL,58.0,MILIMETER,2018
929,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,MEI,31.0,MILIMETER,2018
930,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JUNI,40.0,MILIMETER,2018
931,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JULI,0.0,MILIMETER,2018
932,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,AGUSTUS,0.0,MILIMETER,2018
933,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,SEPTEMBER,14.0,MILIMETER,2018
934,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,OKTOBER,132.0,MILIMETER,2018
935,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,NOVEMBER,180.0,MILIMETER,2018
936,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,DESEMBER,100.0,MILIMETER,2018
937,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,JANUARI,53.0,MILIMETER,2018
